block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_bikes_allowed,trip_id,trip_short_name
b_1267429,10127,0,UPT (AMTRAK) via Napoleon Avenue,46630,2_merged_2495715,2,28-0-1,
b_1267429,10127,0,UPT (AMTRAK) via Napoleon Avenue,46630,2_merged_2495715,2,28-0-2,
b_1267429,10127,0,Washington Avenue and Broad Street,46632,2_merged_2495715,2,28-0-3,
b_1267589,10141,1,Expedition via Lake Forest Blvd. and Walmart,46695,1_merged_2495713,2,64-1-3,
a_1263678,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-1,
a_1263670,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-2,
a_1263677,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-3,
a_1263674,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-4,
a_1263674,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-5,
a_1263670,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-6,
a_1263674,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-7,
a_1263670,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-8,
b_1267430,10127,1,Tchoupitoulas Street via Napoleon Avenue,46633,2_merged_2495715,2,28-1-3,
a_1263677,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-9,
a_1263674,9854,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,45547,1_merged_2495708,2,65-1-10,
a_1263740,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,2_merged_2495710,2,94-1-1,
a_1263741,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,2_merged_2495710,2,94-1-2,
a_1263540,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-12,
a_1263547,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-13,
a_1263549,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-14,
a_1263551,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-15,
a_1263539,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-16,
a_1263546,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-17,
a_1263739,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,2_merged_2495710,2,94-1-3,
a_1263740,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,2_merged_2495710,2,94-1-4,
a_1263737,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,2_merged_2495710,2,94-1-5,
a_1263741,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,2_merged_2495710,2,94-1-6,
a_1263739,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,2_merged_2495710,2,94-1-7,
a_1263740,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,2_merged_2495710,2,94-1-8,
a_1263737,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,2_merged_2495710,2,94-1-9,
a_1263544,9837,1,S. Claiborne Avenue via Garden District,45485,4,1,12-1-18,
b_1267635,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-1,
b_1267634,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-2,
b_1267635,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-3,
b_1267634,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-4,
b_1267633,10144,1,Lower 9th Ward via Superdome and University Hospital,46705,3_merged_2495714,2,84-1-1,
b_1267632,10144,1,Lower 9th Ward via Superdome and University Hospital,46705,3_merged_2495714,2,84-1-2,
b_1267637,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-5,
b_1267636,10144,0,Canal St. via Tulane Ave. and University Hospital,46704,3_merged_2495714,2,84-0-6,
b_1267633,10144,1,Lower 9th Ward via Superdome and University Hospital,46705,3_merged_2495714,2,84-1-3,
b_1267632,10144,1,Lower 9th Ward via Superdome and University Hospital,46705,3_merged_2495714,2,84-1-4,
b_1267740,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-1,
b_1267739,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-2,
b_1267740,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-3,
b_1267739,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-4,
b_1267740,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-5,
b_1267739,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,1_merged_2495713,2,108-1-6,
b_1267737,10153,1,Wilty Terminal via L.B. Landry Avenue,46736,1_merged_2495713,2,108-1-7,
b_1267740,10153,1,Wilty Terminal via L.B. Landry Avenue,46736,1_merged_2495713,2,108-1-8,
b_1267739,10153,1,Bennett St. and Berkley Dr. via MacArthur Blvd.,46735,1_merged_2495713,2,108-1-9,
b_1267828,10153,0,Canal St. Ferry/Algiers Point via Wilty Terminal & MacArthur Blvd.,46731,2_merged_2495715,2,108-0-1,
b_1267512,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-1,
b_1267511,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-2,
b_1267512,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-3,
b_1267511,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-4,
b_1267512,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-5,
b_1267511,10133,1,UPT (AMTRAK) via Canal Street,46661,3_merged_2495714,1,49-1-6,
b_1267611,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-1,
b_1267610,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-2,
b_1267611,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-3,
b_1267610,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-4,
b_1267611,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-5,
b_1267610,10143,0,Canal Street via Louisa Street and N. Claiborne Ave.,46702,1_merged_2495713,2,80-0-6,
b_1267377,10123,1,S. Claiborne Avenue via Garden District,46620,3_merged_2495714,1,12-1-19,
b_1267716,10150,1,Federal City via Algiers Point,46723,2_merged_2495715,2,101-1-1,
a_1263695,9856,1,Lower 9th Ward via Superdome and University Hospital,45553,2_merged_2495710,2,84-1-5,
b_1267686,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-10,
b_1267681,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-11,
b_1267685,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-12,
a_1263469,9833,0,Canal Street via French Market,45472,2_merged_2495710,2,5-0-1,
a_1263469,9833,0,Canal Street via French Market,45472,2_merged_2495710,2,5-0-2,
a_1263469,9833,0,Canal Street via French Market,45472,2_merged_2495710,2,5-0-3,
a_1263469,9833,0,Canal Street via French Market,45472,2_merged_2495710,2,5-0-4,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-4,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-5,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-6,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-7,
b_1267685,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-13,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-8,
a_1263469,9833,1,Poland Avenue via French Market,45473,2_merged_2495710,2,5-1-9,
b_1267682,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-14,
a_1263878,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-7,
a_1263877,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-8,
b_1267684,10148,1,Michoud Blvd. at Chef Menteur,46716,1_merged_2495713,2,94-1-15,
a_1263877,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-9,
a_1263878,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-10,
a_1263877,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-11,
a_1263878,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-12,
a_1263878,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-13,
a_1263877,9870,1,UPT (AMTRAK) via Canal Street,45614,4,1,49-1-14,
a_1263877,9870,1,UPT (AMTRAK) via Canal Street,45615,4,1,49-1-15,
a_1263878,9870,1,UPT (AMTRAK) via Canal Street,45615,4,1,49-1-16,
a_1263501,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-20,
a_1263503,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-21,
a_1263497,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-22,
a_1263504,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-23,
a_1263499,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-24,
a_1263506,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-25,
a_1263500,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-26,
a_1263502,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-27,
a_1263515,9837,1,S. Claiborne Avenue via Garden District,45485,2_merged_2495710,1,12-1-28,
a_1263507,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-29,
a_1263509,9837,1,S. Claiborne Avenue via Garden District,45485,1_merged_2495708,1,12-1-30,
b_1267721,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-10,
a_1263556,9838,0,UPT (AMTRAK) via Freret Street,45489,2_merged_2495710,2,15-0-1,
b_1267721,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-11,
b_1267722,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-12,
b_1267721,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-13,
b_1267722,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-14,
b_1267721,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-15,
a_1263556,9838,0,UPT (AMTRAK) via Freret Street,45489,2_merged_2495710,2,15-0-2,
b_1267384,10123,1,S. Claiborne Avenue via Garden District,46620,3_merged_2495714,1,12-1-31,
b_1267721,10151,0,Canal St. via General Meyers Ave. & Delgado Comm. College/Federal City,46725,2_merged_2495715,2,102-0-2,
b_1267721,10151,1,Algiers: Bennett St. via Delgado Comm. College/Federal City & UPT,46727,2_merged_2495715,2,102-1-16,
a_1263515,9837,1,S. Claiborne Avenue via Garden District,45488,2_merged_2495710,1,12-1-32,
a_1263511,9837,1,S. Claiborne Avenue via Garden District,45485,2_merged_2495710,1,12-1-33,
b_1267681,10148,0,Broad and Washington via Business Park,46713,1_merged_2495713,2,94-0-1,
a_1263513,9837,1,S. Claiborne Avenue via Garden District,45488,2_merged_2495710,1,12-1-34,
a_1263432,9831,0,French Market,45462,1_merged_2495708,1,2-0-5,
a_1263514,9837,1,S. Claiborne Avenue via Garden District,45488,2_merged_2495710,1,12-1-35,
a_1263546,9837,0,Canal Street via Garden District,45482,4,1,12-0-2,
a_1263434,9831,0,French Market,45462,1_merged_2495708,1,2-0-6,
b_1267814,10157,0,"Canal Street, New Orleans",46756,1_merged_2495713,2,202-0-1,
a_1263511,9837,1,S. Claiborne Avenue via Garden District,45488,2_merged_2495710,1,12-1-36,
b_1267817,10157,1,New Orleans Airport Terminal (MSY Departures),46761,2_merged_2495715,2,202-1-1,
a_1263539,9837,0,Canal Street via Garden District,45482,4,1,12-0-3,
b_1267816,10157,1,New Orleans Airport Terminal (MSY Departures),46761,2_merged_2495715,2,202-1-2,
b_1267815,10157,1,New Orleans Airport Terminal (MSY Departures),46760,2_merged_2495715,2,202-1-3,
b_1267815,10157,1,New Orleans Airport Terminal (MSY Departures),46760,2_merged_2495715,2,202-1-4,
a_1263512,9837,1,S. Claiborne Avenue via Garden District,45488,2_merged_2495710,1,12-1-37,
b_1267818,10157,0,"Canal Street, New Orleans",46756,2_merged_2495715,2,202-0-2,
a_1263548,9837,0,Canal Street via Garden District,45482,4,1,12-0-4,
b_1267775,10157,0,"Canal Street, New Orleans",46756,1_merged_2495713,2,202-0-3,
b_1267775,10157,0,"Canal Street, New Orleans",46756,1_merged_2495713,2,202-0-4,
a_1263572,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,1_merged_2495708,2,28-0-4,
a_1263573,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,1_merged_2495708,2,28-0-5,
a_1263542,9837,0,Canal Street via Garden District,45482,4,1,12-0-5,
b_1267507,10133,1,UPT (AMTRAK) via Canal Street,46659,1_merged_2495713,1,49-1-17,
b_1267506,10133,1,UPT (AMTRAK) via Canal Street,46659,1_merged_2495713,1,49-1-18,
a_1263573,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,1_merged_2495708,2,28-0-6,
b_1267507,10133,1,UPT (AMTRAK) via Canal Street,46659,1_merged_2495713,1,49-1-19,
b_1267506,10133,1,UPT (AMTRAK) via Canal Street,46659,1_merged_2495713,1,49-1-20,
b_1267508,10133,1,UPT (AMTRAK) via Canal Street,46659,1_merged_2495713,1,49-1-21,
